Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"39867553","1","39870477","","2016-10-05 07:10:44","","1","454","<p>I want to show last message bottom of the page after open page using angularjs. or when send message show message on bottom.Basically, I am displaying messages on bottom of the page and I want to focus the last message.how to apply on section and span in html tags.</p>

<pre><code> &lt;section class=""chats"" id=""autoscroll""&gt;
     &lt;span ng-repeat=""message in messages | orderBy:'dateCreated'""&gt;
         &lt;span ng-show=""!message.notification""&gt;
             &lt;p class=""username"" ng-show=""!messageIsMine(message.username)""&gt;{{message.username}}&lt;/p&gt;
             &lt;div ng-class='getBubbleClass(message.username)'&gt;
                 &lt;p ng-bind=""message.message""&gt;&lt;/p&gt;
             &lt;/div&gt;
             &lt;div class=""clear""&gt;&lt;/div&gt;
         &lt;/span&gt;
     &lt;/span&gt;
 &lt;/section&gt;
</code></pre>

<p>my js is</p>

<pre><code>var messagegroupby = Firebase.get('groupChat','groupname'$stateParams.chatId);
messagegroupby.$loaded().then(function() {
    $scope.messages = messagegroupby;
    //$scope.messagesLength = messagegroupby.length;
    $timeout(function () {
        var scroller = document.getElementById(""autoscroll"");
        scroller.scrollTop = scroller.scrollHeight;
    }, 0, false);
});
</code></pre>
","1983831","","277697","","2016-10-05 07:17:22","2016-10-05 09:38:48","show last message bottom of the page in AngularJS not working?","<javascript><jquery><html><css><angularjs>","1","7","","",""
"29643423","1","29643709","","2015-04-15 06:52:11","","3","1260","<p>I have a HTML page with a table that is created using Angular <code>ng-repeat</code> and a controller that fetches JSON data.</p>

<p>Here is the simplified version of my table:</p>

<pre><code>product  price
-------  -----
ABC      $1.33
EDF      $2.00
</code></pre>

<p>And here is the angularJS code inside my HTML page: </p>

<pre><code>&lt;table class=""table"" ng-controller=""someCtrl""&gt;
    &lt;thead&gt;
        &lt;tr&gt;
            &lt;th&gt;Product&lt;/th&gt;
            &lt;th&gt;Price&lt;/th&gt;
        &lt;/tr&gt;
    &lt;/thead&gt;
    &lt;tbody&gt;
        &lt;tr ng-repeat=""p in products""&gt;
            &lt;td&gt;{{p.productName}}&lt;/td&gt;
            &lt;td&gt;{{p.price}}&lt;/td&gt;
        &lt;/tr&gt;
    &lt;/tbody&gt;
&lt;/table&gt;
</code></pre>

<p>Is it possible to change the text color of p.price based on its value? for example, I would like to modify the price value with the color red <code>if p.price &gt; 1.5</code></p>

<p>I have tried the following answer, but it only works when I hard-coded the number instead of dynamic generating number using <code>ng-repeat</code>:
<a href=""https://stackoverflow.com/questions/7425719/can-i-make-a-table-cell-have-a-different-background-color-if-the-value-a-part"">Can I make a table cell have a different background color if the value =&lt; a particular number with jquery or PHP?</a></p>
","2777889","","-1","","2017-05-23 12:26:06","2015-04-15 08:23:46","Can I make a number in a table cell have a different color based on its value using JavaScript/AngularJS","<javascript><jquery><html><css><angularjs>","2","4","","",""
"29778995","1","29780932","","2015-04-21 17:18:37","","0","1168","<p>I'm trying to fade out a div and then show a new div but my code is broken.  How can I fix? The fade-out animation works but the showManagement div does not appear.</p>

<p>HTML</p>

<pre><code>&lt;div ng-hide=""hidden"" ng-class=""{fade: startFade}""&gt;
    &lt;p&gt;this is start content that should be faded&lt;/p&gt;
&lt;/div&gt;
&lt;div class=""showManagement"" ng-show=""showManagement""&gt;
    &lt;p&gt;this is the new content to be displayed once the fade is complete.&lt;/p&gt;
&lt;/div&gt;
</code></pre>

<p>JS</p>

<pre><code>$scope.getManagement = function () {

    $scope.startFade = true;

    $timeout(function(){
        $scope.hidden = true;
    }, 2000);

    // this is the part that doesn't display
    $scope.showManagement = true;
 };
</code></pre>

<p>CSS</p>

<pre><code>.fade{
    transition: opacity 3s;
    opacity: 0;
}
</code></pre>
","2320715","","1326536","","2015-04-21 17:27:31","2015-04-21 19:02:25","Angular show / hide with animation","<javascript><jquery><html><css><angularjs>","1","2","","",""
"29805906","1","29806496","","2015-04-22 18:23:24","","2","163","<p>In some apps, when a user focues on a certain element, a tooltip will float <strong>at the bottom of the page</strong> which displays information about that element.  For example:</p>

<p><img src=""https://i.stack.imgur.com/C9rhU.png"" alt=""enter image description here""></p>

<p>Does anyone know of a good way to achieve this effect (preferably using Angular, although jQuery is also fine)?</p>

<p>Note that I'm NOT looking for the tooltip that hovers nearby the actual element itself, like so:</p>

<p><img src=""https://i.stack.imgur.com/tTPNu.png"" alt=""enter image description here""></p>

<p>Instead, I'm interested in the tooltip that floats at the bottom of the page.</p>
","1770201","","","","","2015-04-22 18:54:29","How to Show a Tooltip at the Bottom of a Page","<javascript><jquery><html><css><angularjs>","2","0","","",""
"49175153","1","","","2018-03-08 14:10:35","","0","99","<p>I have problem creating sticky thead, my first 3 columns are fixed, rest of data is scrollable horizontal. I'm using jquery library for the sticky header, but position fixed is destroying my horizontal scroll, displaying all elements on the page. 
I need sticky header to stay at the top, and at the same time horizontal scroll to work.</p>

<p><a href=""https://i.stack.imgur.com/quWjb.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/quWjb.png"" alt=""screenshot""></a></p>

<p>This is how it should look but with sticky header.
<a href=""https://i.stack.imgur.com/kH2RO.png"" rel=""nofollow noreferrer"">enter image description here</a>
<div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-css lang-css prettyprint-override""><code>.horizontal-scroll-access-point {
  display: block;
  overflow-x: auto;
  white-space: nowrap;
  thead,tbody {
    tr {
      //First three elements are fixed
      th,td {
        &amp;:nth-child(1), &amp;:nth-child(2), &amp;:nth-child(3){
          background-color: white;
          position:absolute;
          text-align: center;
          width: 100px;
          padding-bottom: 10px;
          z-index: 1;
        }
        &amp;:nth-child(1) {
          left: 0;
        }
        &amp;:nth-child(2) {
          left: 100px;
        }
        &amp;:nth-child(3) {
          left: 180px;
        }
        &amp;:nth-child(4) {
          padding-left: 300px;
        }
      }
    }
  }
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>    &lt;table class=""table monthTable horizontal-scroll-access-point"" ng-if=""showActions()""&gt;
        &lt;thead class=""sticky-header"" sticky-divs sticky-divs-margin-top=""50""&gt;
            &lt;tr&gt;
                &lt;th class=""heading"" translate&gt;SH_Area&lt;/th&gt;
                &lt;th&gt;&lt;span translate&gt;AP_openClose&lt;/span&gt;&lt;/th&gt;
                &lt;th translate&gt;AP_maxUnits&lt;/th&gt;
                &lt;th class=""hour hover-cell"" ng-repeat=""hour in apu.hours"" ng-click=""changeUnitsAllByHourModal(hour)"" on-finish-render&gt;
                    &lt;span ng-bind=""hour | hourminute""&gt;&lt;/span&gt;
                &lt;/th&gt;
            &lt;/tr&gt;
        &lt;/thead&gt;
        &lt;tbody&gt;
            &lt;tr ng-repeat=""area in apu.areaHours""&gt;
                &lt;td ng-class=""area.closed ? 'closed-cell' : 'hover-cell'"" ng-click=""changeUnitsAllByAccessPointModal(area)""&gt;&lt;strong ng-bind=""area.accessPointName""&gt;&lt;/strong&gt;&lt;/td&gt;
                &lt;td class=""open-close-cell""&gt;
                  &lt;button type=""button"" class=""btn btn-xs"" ng-class=""area.closed ? 'btn-danger' : 'btn-success'"" ng-click=""switchAreaStatus(area)"" translate&gt;{{ area.closed ? 'AP_closed' : 'AP_opened' }}&lt;/button&gt;
                &lt;/td&gt;
                &lt;td class=""gradient-cell-green"" ng-bind=""area.maxUnits""&gt;
                &lt;/td&gt;
                &lt;td ng-class=""area.closed ? 'closed-cell' : 'hover-cell'"" style=""background-color: rgba(110, 170, 120, {{ hour.units / area.maUnits }})"" ng-repeat=""hour in area.hours"" ng-click=""changeUnitsModal(area, hour)""&gt;
                    &lt;span ng-bind=""area.closed ? '0' : hour.units""&gt;&lt;/span&gt;
                &lt;/td&gt;
            &lt;/tr&gt;
        &lt;/tbody&gt;
    &lt;/table&gt;</code></pre>
</div>
</div>
</p>
","8457924","","8457924","","2018-03-08 14:50:30","2018-03-08 14:50:30","How to get thead to the top on scrolling","<javascript><jquery><html><css><angularjs>","1","0","","",""
"39366175","1","39366497","","2016-09-07 09:29:38","","3","71","<p>I have the following table code, </p>

<p><code>LT.leaveTrainingData</code> contains all the data</p>

<pre><code>&lt;table&gt;
    &lt;tbody&gt;
        &lt;tr ng-repeat=""userList in LT.leaveTrainingData.users""&gt; 
            &lt;td class=""tdDataColumn""  ng-repeat=""daysList in LT.leaveTrainingData.days""&gt;
                &lt;div class=""cursPointer"" ng-click=""LT.userLeaveUpdate(userList.userID,userList.userName,daysList.date,matrixData.leaveType)"" 
                    ng-repeat=""matrixData in LT.leaveTrainingData.matrixData"" 
                    ng-class=""{tdBlue: matrixData.leaveType == 'PO',
                                 tdGreen: matrixData.leaveType == 'PH',
                                 tdRed: matrixData.leaveType == 'TC'}""
                    ng-if=""daysList.leaveType != 'NP' 
                            &amp;&amp; daysList.leaveType != 'SD' 
                            &amp;&amp; daysList.leaveType != 'SH' 
                            &amp;&amp; daysList.leaveType != 'O' 
                            &amp;&amp; matrixData.userID == userList.userID 
                            &amp;&amp; daysList.date == matrixData.date""&gt;&amp;nbsp;
                &lt;/div&gt;  
                &lt;div  
                    ng-class=""{tdBlue: daysList.leaveType == 'O',
                                 tdYellow: daysList.leaveType == 'SD',
                                 tdOrange: daysList.leaveType == 'SH',
                             tdGrey: daysList.leaveType == 'NP'}""
                    ng-if=""(daysList.leaveType == 'NP' 
                        || daysList.leaveType == 'SD' 
                        || daysList.leaveType == 'SH' 
                        || daysList.leaveType == 'O')""&gt;&amp;nbsp;
                &lt;/div&gt; 
                &lt;div class=""cursPointer""&gt;
                    1
                &lt;/div&gt;
            &lt;/td&gt; 
        &lt;/tr&gt;
    &lt;/tbody&gt;
&lt;/table&gt; 
</code></pre>

<p>If the <code>td</code> has no child div then we have to show the third <code>div</code> with the value of 1.  Otherwise no need to show. It means first two has some conditions it the condition succeed the colors class will be shown. If the first two <code>div</code> fails to show the we have to show the third <code>div</code> with the value of 1. Please guide me to fix this issue.</p>

<p>Thanks in Advance</p>
","1234941","","2405040","","2016-09-07 09:37:42","2016-09-07 10:21:58","Angularjs show div if other two are not available inside td","<javascript><jquery><html><css><angularjs>","2","0","","",""
"49395288","1","","","2018-03-20 22:39:57","","2","78","<p>How to bind progress bar with file upload directive.Below is my code what i tried so far.Below is the link for fiddle.
<a href=""https://jsfiddle.net/4d0e31hd/5/"" rel=""nofollow noreferrer"">https://jsfiddle.net/4d0e31hd/5/</a></p>

<pre><code>&lt;div&gt;
    &lt;label class=""btn btn-success""&gt;File Upload
    &lt;input type=""file"" file-upload&gt;&lt;/label&gt;
&lt;/div&gt;
&lt;div class=""progress""&gt;
   &lt;div id=""dynamic"" class=""progress-bar progress-bar-success progress-bar-striped active"" role=""progressbar"" aria-valuenow=""0"" aria-valuemin=""0"" aria-valuemax=""100"" style=""width: 0%""&gt;
    &lt;span id=""current-progress""&gt;&lt;/span&gt;
   &lt;/div&gt;
&lt;/div&gt;


 //directive
 app.directive('fileUpload', function () {
 return {
 scope:{
    fileUpload: ""=""  
 }      
 link: function (scope, el, attrs) {
    el.bind('change', function (event) {
        var files = event.target.files[0];
        scope.$emit(""fileSelected"", { file: files[0] });
        }                                       
    });
  }
};
});
In the progress bar i should display the each record by Total number of 
records something like 10 out of 200 processed reading.
</code></pre>
","8846913","","4986954","","2018-11-27 12:14:26","2018-11-27 12:14:26","Bind dynamic progress bar with file upload directive","<javascript><jquery><html><css><angularjs>","0","0","","",""
"40165724","1","40181168","","2016-10-20 22:48:10","","0","743","<p>I'm trying to use Angular to write a page where I have a form divided into multiple sections, and only one form section is displayed at a time. When clicking the button at the bottom of the section, the current section is hidden and the next form section in the HTML is displayed -- so on and so forth for many sections. </p>

<p>Here's my code so far: </p>

<p>HTML:</p>

<pre><code>&lt;form&gt;
    &lt;div class=""form-section""&gt;
        &lt;!-- input fields --&gt;

        &lt;a class=""next""&gt;NEXT&lt;/a&gt;

    &lt;/div&gt;

    &lt;div class=""form-section""&gt;
        &lt;!-- input fields --&gt;

        &lt;a class=""next""&gt;NEXT&lt;/a&gt;

    &lt;/div&gt;

    &lt;!-- more ""form-section"" divs --&gt;
&lt;/form&gt;
</code></pre>

<p>CSS:</p>

<pre><code>/* hide all form sections */
.form-section {
   display:none;
}


/* display first form section */
.form-section:first-child {
   display:initial;
}

.next {
   cursor:pointer;
}
</code></pre>

<p>I'm pretty new at Angular so I'm pretty lost as to how to achieve this. </p>
","3183717","","","","","2016-10-21 16:10:10","AngularJS - Hide parent div on click, then display next div","<javascript><jquery><html><css><angularjs>","3","2","","",""
"40074535","1","","","2016-10-16 19:30:16","","0","218","<p><a href=""https://i.stack.imgur.com/05Vfb.png"" rel=""nofollow noreferrer"">Here is the image, I am not able to toggle ""Remove from cart"" to ""Add to Cart"" by clicking REMOVE button in cart division</a></p>

<p>I have a main div which displays products in a list and we can add product to cart (another div) from there. Button on each item changes to remove from cart after that product is added.
Another div shows the Cart which can control quantity on particular item or remove the item. What I want is when an Item from Cart is removed it should get reflected in main product list (button).</p>

<p><strong>Here is code for main div :</strong></p>

<pre><code>&lt;div ng-repeat=x in bikes.items&gt;                               
   &lt;div class=""col-sm-3 bike-price""&gt;
      &lt;h3&gt;Rate: &amp;#8377; {{x.rate}}/hr &lt;/h3&gt;
      &lt;h5&gt;Total Available : {{x.available}}&lt;/h5&gt;
      &lt;button type=""button"" ng-hide=""x.hide_unhide_AddButton""  class=""btn btn-success"" ng-click=""addvalue(x.bike_name,x.rate,x.available,x.location[0]);hideAddButton(x)""&gt;Add to Cart&lt;/button&gt;
       &lt;a class=""btn"" ng-show=""x.hide_unhide_AddButton"" ng-click=""showAddButton(x);callCartDelete(x.bike_name)"" style=""color:red""&gt;Remove from Cart&lt;/a&gt;
   &lt;/div&gt;
&lt;/div&gt;
</code></pre>

<p><strong>Js</strong></p>

<pre><code>$scope.hideAddButton=function(i) {
  i.hide_unhide_AddButton=true;
  console.log(""i=""+i);
}
$scope.showAddButton=function(i){
  console.log(""i=""+i);
  i.hide_unhide_AddButton=false;
}
</code></pre>

<p><em>Cart Div</em></p>

<pre><code>&lt;div class=""cart-item"" ng-repeat=""value in storeArray track by $index""&gt;
     &lt;span&gt;
        &lt;button type=""button""  ng-click=""FunctionToToggleMainDivButton()"" class=""btn btn-danger remove"" &gt;REMOVE&lt;/button&gt;
        &lt;h4&gt;{{value.bike}}
        &lt;small&gt;Bikes Left :{{value.available-1}}
        &lt;/small&gt;&lt;/h4&gt;                                          
     &lt;/span&gt;
     &lt;div class=""add-more""&gt;
       &lt;button type=""button"" ng-click=""IncrementUpdateElement(value.bike)"" class=""btn btn-success plus-minus""&gt;+&lt;/button&gt;
       {{value.bike_counter}} 
       &lt;button type=""button"" ng-click=""DecrementUpdateElement(value.bike)"" class=""btn btn-success plus-minus""&gt;-&lt;/button&gt;
       &lt;div style=""float:right;"" &gt;&amp;#8377; {{value.cost * Total_hours}}    &lt;/div&gt;
      &lt;/div&gt;                                  
 &lt;/div&gt;
</code></pre>

<p>Currently main div add to cart and remove from cart button are working properly inside ng-repeat. But I want them to toggle when I call them from Cart Div. Any help is appreciated.</p>

<p>EDITS:
I got the solution,
following is the plunkr, where I hide show buttons inside ng-repeat from another div having ng-repeat.
<a href=""https://plnkr.co/edit/ReyvGoHMJM3SMbBMce3x?p=info"" rel=""nofollow noreferrer"">https://plnkr.co/edit/ReyvGoHMJM3SMbBMce3x?p=info</a></p>
","5648253","","4443323","","2018-02-14 07:27:52","2018-02-14 07:27:52","How to show/hide particular button inside dynamic divs from another dynamic list/div having ng-repeat using angularjs?","<javascript><jquery><html><css><angularjs>","0","2","","",""
"40172506","1","40175017","","2016-10-21 09:05:22","","2","63","<p>I have time blocks whose size is calculated programmatically.</p>

<p>The objective is:</p>

<p>-If the content is bigger than its container, when you hover over the element it expands to show all of it.</p>

<p>-If the content is smaller than its container, nothing happens.</p>

<p>Here is a <a href=""https://jsfiddle.net/kkw22eby/3/"" rel=""nofollow"">fiddle</a>.</p>

<p><strong>Note</strong>:</p>

<p>-Red means it is how it currently is.</p>

<p>-Green is my objective.</p>

<p>I'm using Angular, so a javascript solution would be accepted.</p>

<p>Fiddle HTML:</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-css lang-css prettyprint-override""><code>.current {
  width: 200px;
  background-color: red;
  margin-right: 10px;
  float: left;
  overflow: hidden;
}
.current:hover {
  height: auto !important;
}
.supposed {
  width: 200px;
  background-color: lightgreen;
  margin-right: 10px;
  float: left;
  overflow: hidden;
}
.supposed.small:hover {
  height: auto !important;
}
.small {
  height: 50px;
}
.big {
  height: 100px;
}
.content {
  height: 75px;
  background-color: rgba(0,0,0,0.5);
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;body&gt;
    &lt;div class=""current small""&gt;
       &lt;div class="" content""&gt;

       &lt;/div&gt;
    &lt;/div&gt;
    &lt;div class=""current big""&gt;
        &lt;div class=""content""&gt;

        &lt;/div&gt;
    &lt;/div&gt;
    &lt;div class=""supposed small""&gt;
        &lt;div class=""content""&gt;

        &lt;/div&gt;
    &lt;/div&gt;
    &lt;div class=""supposed big""&gt;
        &lt;div class=""content""&gt;

        &lt;/div&gt;
    &lt;/div&gt;
&lt;/body&gt;</code></pre>
</div>
</div>
</p>
","6196947","","5238013","","2016-10-21 09:52:26","2016-10-21 11:05:18","CSS: Div resizing depending on original size","<javascript><jquery><html><css><angularjs>","3","2","","",""
